regime,model,cleaning,pool,layer,year_transform,k,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds,n_total_folds
imbalanced,thalesian_cunei400m,tier0,mean,4,log,3,0.2930952873362461,0.11362064671156154,-0.09818186524607213,0.10836964698611462,0.28609452308560407,0.01590540139935973,2.385023655935856,1.9455104880611174,-0.013322492166808905,-0.061589194176362806,3,5
imbalanced,thalesian_cunei400m,tier0,mean,4,log,5,0.08484471601175247,0.024978286032592795,-0.3474102125587378,0.2509311151696739,0.35213268226702077,0.03893111339291521,2.9353580367744208,2.703156095272719,-0.04106719741335715,-0.10652257547914634,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,raw,1,0.38537856210984495,0.33839811373197404,0.07322122858202414,0.12185361627346218,79.95685538083332,6.476474882619467,1.455243984921285,7.238167587147825,-0.020066436691879613,-0.04415475712696656,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,raw,2,0.3242730775702282,0.17254970854796603,0.04161116545817408,0.06902383822908206,85.0802640101476,4.725898312694939,1.5520850944613127,7.732624403082741,-0.009351105513685296,-0.06878474094741945,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,raw,3,0.379232228861563,0.13442779275440528,0.06396350612275159,0.09652578666750207,84.27745666764298,4.8033033313144475,1.5366624367821073,7.929665343632197,-0.0017745142375885671,-0.08915129784113847,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,raw,5,0.2952453718453692,0.10021144161657136,-0.08969963189155934,0.031274677336819,95.60246586039041,7.5311877941299965,1.7478724574495974,9.314099402471967,0.028192320584447077,-0.14889482384715613,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,log,1,0.08111642292735764,0.1105325441549285,0.007045539260699211,0.06208279553316393,0.2438569741939415,0.03245811418756758,2.0480275435998654,2.035668712061622,0.0045101227833730245,-0.03676519189561148,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,log,2,0.36804093147731926,0.09892918339814537,0.014564985981674697,0.13290043041547664,0.24996889818559911,0.042334294483279064,2.102358958438228,1.5860479256702102,-0.0354602822944964,-0.07041345994151042,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,log,3,0.30530150048401095,0.10111198173737722,-0.08843511113099893,0.11006138089262464,0.28427519228394144,0.0192136558926951,2.3695623958580105,1.9388119232873084,-0.003769029704602874,-0.06008691873736464,3,5
imbalanced,thalesian_cunei400m,tier0,mean,5,log,5,0.10706711771290145,0.024333559225380604,-0.2775379732682283,0.24229672568944954,0.3407229201179987,0.03459463630726276,2.83540484608223,2.572200529249234,-0.01622498497642939,-0.08573327052277424,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,raw,1,0.41754622277405057,0.3532264788444365,0.08349203707607485,0.13191018089550993,79.03865743442543,7.50538457696018,1.4372763141877556,6.934859676541355,-0.021798578123452827,-0.04733862671462955,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,raw,2,0.35654471374963764,0.2003431112477272,0.054768716595969824,0.08245719955555636,83.44461758507835,5.257537255777992,1.5191779196131474,7.318268692218273,-0.011167657630583909,-0.0764958710771008,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,raw,3,0.42121386935675303,0.18221182829848523,0.08490013077855296,0.10721572331088286,82.43364960720102,5.762001826173741,1.4994989489290926,7.8252002433036845,-0.021091836612715978,-0.10580499194382324,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,raw,5,0.3326306814673177,0.14728375396234714,-0.04439893679242576,0.057521277589673195,92.41130795959924,3.673956740135527,1.685118102393149,8.41867016296276,0.030654151959996784,-0.14557832352655212,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,log,1,0.10226130838532853,0.10808499067558187,0.0035647303155448284,0.053516633203965394,0.24197615612982734,0.03230041470525971,2.032835211236559,1.9463563395206869,-0.0031004131525764755,-0.0383572733767649,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,log,2,0.38707723079450496,0.11589284772668643,0.014902913831107386,0.12234955752090719,0.2472877584908922,0.04308006032150562,2.0791904829133894,1.5089315361342381,-0.04796121694217267,-0.07531387756495482,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,log,3,0.2796475494993978,0.08677887973328906,-0.09838569158111155,0.12269460079032117,0.28968710197827163,0.023056857808135347,2.412523423156041,1.9929010080482492,-0.012449093978302883,-0.0723425021713342,3,5
imbalanced,thalesian_cunei400m,tier0,mean,6,log,5,0.12971332976112704,0.03884608677528656,-0.26467942269303796,0.23961227174529923,0.34713293088842256,0.028911547717597123,2.8896825440154763,2.6640210402567805,0.018504956422490962,-0.07827754064268781,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,raw,1,0.4378007709130178,0.35922396522968864,0.0928009259298646,0.14048845085928072,76.6598421767798,8.78396262633686,1.3919280912262944,6.489580461559885,-0.021928443638853948,-0.049399353231187305,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,raw,2,0.3961534583301338,0.23065567748870128,0.06829216611215987,0.09369120863507689,80.3926875676433,6.2659098105645885,1.4612715819588822,7.21068975467611,-0.007037304959729845,-0.07732494524632531,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,raw,3,0.4367725615380024,0.21044057039924885,0.08759118864925408,0.1100115874998143,81.1576865150959,6.870721937686765,1.4741665868004246,7.25327178758548,-0.022647350943461254,-0.11408366555825851,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,raw,5,0.365955792364574,0.1772915737661768,-0.0613706276566914,0.1378265144288722,90.60622945810269,4.323655688747801,1.6465880978563412,7.966400634935147,0.023419807590621008,-0.12803270595228256,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,log,1,0.0979455312440189,0.1003209259869211,-0.0013751304447943147,0.045455048186961826,0.23769952354855542,0.03232474859111912,1.9974239982944226,1.965890400012625,0.005848080038944506,-0.03751344444891055,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,log,2,0.3894464316686698,0.12342454070842243,0.0016243748491208132,0.12529336526783835,0.2466705687677014,0.04694666708684433,2.0750069577043093,1.5367920018937493,-0.03990641464957352,-0.07125534207557105,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,log,3,0.2014633602331587,0.03859785893130467,-0.10877842657225138,0.13791371392846663,0.2977030548325889,0.039805964838318345,2.4832970078784293,2.2954864166702063,-0.01932022954585717,-0.08033939937616934,3,5
imbalanced,thalesian_cunei400m,tier0,mean,7,log,5,0.2147272269152323,0.11722589866737079,-0.31062661979475376,0.2412274829891775,0.35159876819283004,0.021373441740740795,2.921067266005057,2.7543079220214737,0.0157066495131513,-0.0786322280485215,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,raw,1,0.44182619135966067,0.35332110723659454,0.09707786043198201,0.14505478481207526,74.78284358507752,9.91281972008158,1.3558024195841742,6.078282355929798,-0.013527541705482662,-0.05464751061900245,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,raw,2,0.4244591200235031,0.23469658722088826,0.07660811679715818,0.09697039733919952,78.53662497797198,6.770137765666364,1.426712231651943,6.844989167495027,0.014308538392960778,-0.08273676589729202,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,raw,3,0.4267547387863419,0.22637926401075847,0.08857507486700382,0.11425140085905341,80.99629112579497,8.204874448648479,1.469804149324658,7.036726990884479,0.0027006002430466497,-0.11787331669493795,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,raw,5,0.3809679775117303,0.19358684311147786,-0.03755443467630656,0.15538765907004815,87.53874091798046,5.41974039321941,1.5894019976780107,7.529405023401785,0.030451346587616154,-0.1337655922522596,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,log,1,0.11654597322349629,0.08573169590749097,-0.0007301717187986334,0.041902577813757794,0.23456792491536663,0.031389316090360574,1.970816527494083,1.9072765749017602,0.01808761478755005,-0.03742380410430002,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,log,2,0.3924296965779866,0.12465607338627847,0.005389971516252534,0.11145888493322452,0.2442770626908707,0.04563478191620878,2.054803385669695,1.4936140012565478,-0.015377462563541161,-0.06983915279412815,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,log,3,0.15504480218014424,0.019959987100179884,-0.09193248435881685,0.13465482495642772,0.29632614609191726,0.04503442474611614,2.4756902088529866,2.3257292629726627,-0.006209671017042226,-0.0804170479245651,3,5
imbalanced,thalesian_cunei400m,tier0,mean,8,log,5,0.22152652714400464,0.10412205428729114,-0.28842752620918405,0.23767664700726696,0.34065749054861433,0.017037263873206063,2.8271419855790056,2.6512144090539844,0.01521931699970463,-0.08077131578396173,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,raw,1,0.4448470997912704,0.34868477918314156,0.10600804469423863,0.15153565711991188,74.32000286641001,10.214342956028007,1.3468679824705319,6.056041982730368,-0.014715509208299666,-0.05818637515605903,3,5
